guest_group,age,priority,plus_one,wheelchair,allergy,side_code,relationship_code,has_avoid,table_type,min_age,max_age,min_priority,max_priority,min_seats,max_seats,action_if_bad
Groom's Colleagues,36,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,58,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Other,67,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Neighbours,33,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Family,43,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Colleagues,25,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,20,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Friends,25,2,0,1,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,27,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,47,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Colleagues,37,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Friends,21,2,0,1,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,36,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,43,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,46,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Colleagues,35,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Neighbours,21,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
VIP,45,5,0,1,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Neighbours,41,1,0,1,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Relatives,43,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Colleagues,35,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,43,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,46,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Relatives,57,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,34,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Family,22,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Neighbours,39,1,1,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Other,35,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Neighbours,45,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Friends,23,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Other,59,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Colleagues,25,2,1,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,59,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,26,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Friends,32,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,44,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Relatives,34,3,0,0,1,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,35,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,57,3,0,1,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Other,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Colleagues,35,2,0,0,1,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Friends,34,2,0,0,1,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Other,51,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
VIP,27,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Neighbours,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Family,35,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Friends,26,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,52,3,0,1,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,54,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Neighbours,39,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Family,5,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Colleagues,30,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,62,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Family,53,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Other,46,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Relatives,5,3,1,0,1,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Friends,33,2,0,0,1,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,48,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Relatives,28,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,52,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,52,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,23,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Family,33,4,0,0,0,0,4,1,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,72,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Relatives,21,3,0,0,1,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,49,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Family,46,4,1,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Family,57,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,34,4,1,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Other,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Colleagues,48,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,60,4,0,0,1,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Colleagues,45,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,51,3,0,0,1,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Other,53,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
VIP,64,5,0,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,45,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Other,68,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Friends,35,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,43,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Friends,35,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,43,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,48,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Neighbours,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Neighbours,53,1,0,1,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Neighbours,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Relatives,37,3,0,1,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,68,5,0,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,70,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,65,5,0,1,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,11,4,0,1,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,35,4,1,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,33,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,61,4,0,1,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Family,29,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,62,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Colleagues,30,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,72,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,42,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Friends,35,2,1,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,66,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,24,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,58,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Friends,30,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,27,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,35,3,0,0,1,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,32,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,38,3,0,0,1,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Friends,32,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,52,3,0,1,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,75,5,0,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,57,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,29,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,48,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Other,70,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Relatives,43,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,31,3,0,0,1,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Colleagues,44,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,70,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,51,4,1,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Friends,42,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Other,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
VIP,35,5,0,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,40,4,0,1,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,31,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,53,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
